Title,Type,Price,Location,Baths,Area,Beds,Amenities,Link
"Ideal Prime Location House In Citi Housing Society Available For Rs. 35,000,000",House,PKR3.5 Crore,"Citi Housing Society, Sialkot, Punjab",5,10 Marla,5,Waste Disposal; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_ideal_prime_location_house_in_citi_housing_society_available_for_rs_35_000_000-46474174-8221-1.html
Perfect Prime Location 5 Marla House In Citi Housing Society For sale,House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_perfect_prime_location_5_marla_house_in_citi_housing_society_for_sale-46474042-8221-1.html
Prime Location House Of 5 Marla Available In Citi Housing Society,House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_prime_location_house_of_5_marla_available_in_citi_housing_society-46474043-8221-1.html
Corner House Spread Over 6.5 Marla In Citi Housing Society Available,House,PKR2.6 Crore,"Citi Housing Society, Sialkot, Punjab",5,6.5 Marla,4,Waste Disposal; Bedrooms: 4; Bathrooms: 5; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Maintenance Staff; Security Staff; ,https://www.zameen.com/Property/sialkot_citi_housing_society_corner_house_spread_over_6_5_marla_in_citi_housing_society_available-46349867-8221-1.html
Prime Location 5.5 Marla House In Stunning Citi Housing Society - Block G Is Available For sale,House,PKR1.9 Crore,"Citi Housing Society, Sialkot, Punjab",5,5.5 Marla,4,Waste Disposal; Bedrooms: 4; Bathrooms: 5; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Maintenance Staff; Security Staff; ,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_g_prime_location_5_5_marla_house_in_stunning_citi_housing_society_-_block_g_is_available_for_sale-46349868-14608-1.html
10 MARLA LUXURIOUS HOUSE FOR SALE AT PRIME LOCATION IN CITI HOUSING SIALKOT,House,PKR3.6 Crore,"Citi Housing Society, Sialkot, Punjab",6,10 Marla,5,Built in year: 2023; Parking Spaces: 3; Double Glazed Windows; Central Air Conditioning; Central Heating; Flooring; Electricity Backup; Waste Disposal; Other Main Features; Furnished; Bedrooms: 5; Bathrooms: 6; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Study Room; Prayer Room; Powder Room; Gym; Store Rooms: 1; Steam Room; Lounge or Sitting Room; Laundry Room; Other Rooms; Broadband Internet Access; Satellite or Cable TV Ready; Intercom; Other Business and Communication Facilities; Community Lawn or Garden; Community Swimming Pool; Community Gym; First Aid or Medical Centre; Day Care Centre; Kids Play Area; Barbeque Area; Mosque; Community Centre; Other Community Facilities; Sauna; Jacuzzi; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Maintenance Staff; Security Staff; Facilities for Disabled; Other Facilities; ,https://www.zameen.com/Property/sialkot_citi_housing_society_10_marla_luxurious_house_for_sale_at_prime_location_in_citi_housing_sialkot-46340973-8221-1.html
Corner,House,PKR5 Crore,"Citi Housing Society, Sialkot, Punjab",6,14 Marla,6,Waste Disposal; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; Security Staff; ,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_corner-45980380-16889-1.html
Corner,House,PKR5.05 Crore,"Citi Housing Society, Sialkot, Punjab",6,14 Marla,6,Waste Disposal; Servant Quarters: 1; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; Security Staff; ,https://www.zameen.com/Property/citi_housing_society_citi_housing_society_-_block_a_extension_corner-45980382-16889-1.html
Gold Avenue 3rd Floor 2 Beds Flat For Sale In Sialkot Trade Center,Flat,PKR84.79 Lakh,"Aimanabad Road, Sialkot, Punjab",2,3.5 Marla,2,Broadband Internet Access; Satellite or Cable TV Ready; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/aimanabad_road_sialkot_trade_center_gold_avenue_3rd_floor_2_beds_flat_for_sale_in_sialkot_trade_center-43466099-18209-1.html
Gold Avenue 5th 1 Beds Flat For Sale In Sialkot Trade Center,Flat,PKR48.4 Lakh,"Aimanabad Road, Sialkot, Punjab",1,2 Marla,1,Broadband Internet Access; Satellite or Cable TV Ready; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/aimanabad_road_sialkot_trade_center_gold_avenue_5th_1_beds_flat_for_sale_in_sialkot_trade_center-43466107-18209-1.html
Gold Avenue 4th Floor & 5th 2 Beds Flat For Sale In Sialkot Trade Center,Flat,PKR92.02 Lakh,"Aimanabad Road, Sialkot, Punjab",2,3.8 Marla,2,Broadband Internet Access; Satellite or Cable TV Ready; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/aimanabad_road_sialkot_trade_center_gold_avenue_4th_floor_5th_2_beds_flat_for_sale_in_sialkot_trade_center-43466119-18209-1.html
Platinum Avenue 2nd Floor 2 Beds Flat For Sale In Sialkot Trade Center,Flat,PKR1.28 Crore,"Aimanabad Road, Sialkot, Punjab",2,5.4 Marla,2,Broadband Internet Access; Satellite or Cable TV Ready; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/aimanabad_road_sialkot_trade_center_platinum_avenue_2nd_floor_2_beds_flat_for_sale_in_sialkot_trade_center-43467584-18209-1.html
Platinum Avenue 3rd Floor 1 Bed Flat For Sale In Sialkot Trade Center,Flat,PKR31.91 Lakh,"Aimanabad Road, Sialkot, Punjab",1,1.3 Marla,1,Broadband Internet Access; Satellite or Cable TV Ready; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/aimanabad_road_sialkot_trade_center_platinum_avenue_3rd_floor_1_bed_flat_for_sale_in_sialkot_trade_center-43467587-18209-1.html
Platinum Avenue 3rd Floor 1 Bed Flat For Sale In Sialkot Trade Center,Flat,PKR55 Lakh,"Aimanabad Road, Sialkot, Punjab",1,2.3 Marla,1,Broadband Internet Access; Satellite or Cable TV Ready; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/aimanabad_road_sialkot_trade_center_platinum_avenue_3rd_floor_1_bed_flat_for_sale_in_sialkot_trade_center-43467598-18209-1.html
Platinum Avenue 5th Floor 1 Bed Flat For Sale In Sialkot Trade Center,Flat,PKR39.15 Lakh,"Aimanabad Road, Sialkot, Punjab",1,1.6 Marla,1,Broadband Internet Access; Satellite or Cable TV Ready; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/aimanabad_road_sialkot_trade_center_platinum_avenue_5th_floor_1_bed_flat_for_sale_in_sialkot_trade_center-43468281-18209-1.html
Prime Location 5 Marla Spacious House Available In Citi Housing Society For sale,House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_prime_location_5_marla_spacious_house_available_in_citi_housing_society_for_sale-46474046-8221-1.html
Prime Location 5 Marla House In Citi Housing Society Is Available For sale,House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_prime_location_5_marla_house_in_citi_housing_society_is_available_for_sale-46474047-8221-1.html
Prime Location 5 Marla House For sale In Citi Housing Society Citi Housing Society,House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_prime_location_5_marla_house_for_sale_in_citi_housing_society_citi_housing_society-46474049-8221-1.html
Prime Location 5 Marla House For sale In Citi Housing Society Citi Housing Society,House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_prime_location_5_marla_house_for_sale_in_citi_housing_society_citi_housing_society-46474052-8221-1.html
"Prime Location 5 Marla House In Only Rs. 18,500,000",House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_prime_location_5_marla_house_in_only_rs_18_500_000-46474053-8221-1.html
Best Options For Prime Location House Is Available For sale In Citi Housing Society,House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_best_options_for_prime_location_house_is_available_for_sale_in_citi_housing_society-46474054-8221-1.html
"Change Your Address To Prime Location Citi Housing Society, Citi Housing Society For A Reasonable Price Of Rs. 18,500,000",House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_change_your_address_to_prime_location_citi_housing_society_citi_housing_society_for_a_reasonable_price_of_rs_18_500_000-46474048-8221-1.html
"Prime Location Property For sale In Citi Housing Society Citi Housing Society Is Available Under Rs. 18,500,000",House,PKR1.85 Crore,"Citi Housing Society, Sialkot, Punjab",4,5 Marla,3,Waste Disposal; Drawing Room; Dining Room; Kitchens: 2; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; ,https://www.zameen.com/Property/sialkot_citi_housing_society_prime_location_property_for_sale_in_citi_housing_society_citi_housing_society_is_available_under_rs_18_500_000-46474044-8221-1.html
Highly-coveted 3 Marla House Is Available In Rangpura Road For sale,House,PKR1.25 Crore,"Rangpura Road, Sialkot, Punjab",3,3 Marla,3,Bedrooms: 3; Bathrooms: 3; Drawing Room; Dining Room; Kitchens: 1; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/sialkot_rangpura_road_highly-coveted_3_marla_house_is_available_in_rangpura_road_for_sale-45676822-742-1.html
6 Marla House For sale In Defence Homes Society,House,PKR2.7 Crore,"Defence Homes Society, Sialkot, Punjab",5,6 Marla,4,Bedrooms: 3; Bathrooms: 3; Drawing Room; Dining Room; Kitchens: 1; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/sialkot_defence_homes_society_6_marla_house_for_sale_in_defence_homes_society-45676824-6264-1.html
House Sized 2 Marla Is Available For sale In Jammu Road,House,PKR50 Lakh,"Jammu Road, Sialkot, Punjab",3,2 Marla,2,Bedrooms: 3; Bathrooms: 3; Drawing Room; Dining Room; Kitchens: 1; Lounge or Sitting Room; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/sialkot_jammu_road_house_sized_2_marla_is_available_for_sale_in_jammu_road-45676826-6273-1.html
1350 Square Feet House In Kent Housing Scheme For Sale At Good Location,House,PKR2.45 Crore,"Chenab Rangers Road, Sialkot, Punjab",5,6 Marla,4,Bedrooms: 3; Bathrooms: 3; Kitchens: 1; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/chenab_rangers_road_kent_housing_scheme_1350_square_feet_house_in_kent_housing_scheme_for_sale_at_good_location-45676827-14370-1.html
Grey Structure,House,PKR1.35 Crore,"Jammu Road, Sialkot, Punjab",5,3.5 Marla,4,Bedrooms: 3; Bathrooms: 3; Kitchens: 1; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/sialkot_jammu_road_grey_structure-45676830-6273-1.html
Main Alla-abad Road House,House,PKR5.5 Crore,"Others, Sibi, Balochistan",3,1.2 Kanal,6,,https://www.zameen.com/Property/sibi_others_main_alla_abad_road_house-34179779-1746-1.html
Get In Touch Now To Buy A House In Sibi Bypass Road,House,PKR1.4 Crore,"Sibi Bypass Road, Sibi, Balochistan",2,5.3 Marla,2,,https://www.zameen.com/Property/sibi_sibi_bypass_road_get_in_touch_now_to_buy_a_house_in_sibi_bypass_road-33025483-9778-1.html
2250 Square Feet House Situated In main Skardru  city Baltistan For Sale,House,PKR2.2 Crore,"Shigar Baltistan, Skardu, Gilgit Baltistan",6,10 Marla,12,Parking Spaces: 7; Other Business and Communication Facilities; Nearby Schools; Nearby Hospitals; Nearby Restaurants; ,https://www.zameen.com/Property/skardu_shigar_baltistan_2250_square_feet_house_situated_in_main_skardru__city_baltistan_for_sale-36102766-8112-1.html
House For Sale In Skardu Baltistan.,House,PKR30 Lakh,"Airport Road, Skardu, Gilgit Baltistan",2,5 Marla,3,Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; ,https://www.zameen.com/Property/skardu_airport_road_house_for_sale_in_skardu_baltistan_-31837537-8095-1.html
House For Sale In Skardu,House,PKR2.2 Crore,"Link Road, Skardu, Gilgit Baltistan",6,17 Marla,12,Parking Spaces: 7; Flooring; Other Main Features; Bedrooms: 12; Bathrooms: 6; Other Business and Communication Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Other Nearby Places; ,https://www.zameen.com/Property/skardu_link_road_house_for_sale_in_skardu-36116094-8105-1.html
House Is Available For Sale In College Road,House,PKR30 Lakh,"College Road, Skardu, Gilgit Baltistan",2,5 Marla,3,,https://www.zameen.com/Property/skardu_college_road_house_is_available_for_sale_in_college_road-32106760-8098-1.html
House For Sale,House,PKR32 Lakh,"Airport Road, Skardu, Gilgit Baltistan",2,5 Marla,3,,https://www.zameen.com/Property/skardu_airport_road_house_for_sale-31610840-8095-1.html
5 Kanal Farmhouse For Sale At 3 Crore,Farm House,PKR3 Crore,"Airport Road, Skardu, Gilgit Baltistan",2,5 Kanal,2,Built in year: 2020; Parking Spaces; Furnished; Intercom; Nearby Schools; Nearby Hospitals; Nearby Restaurants; Nearby Public Transport Service; ,https://www.zameen.com/Property/skardu_airport_road_5_kanal_farmhouse_for_sale_at_3_crore-17613726-8095-1.html
House For Sale,House,PKR3.75 Crore,"Others, Skardu, Gilgit Baltistan",3,2.1 Kanal,4,,https://www.zameen.com/Property/skardu_others_house_for_sale-23223193-8109-1.html
Corner House Is Available For Sale,House,PKR90 Lakh,"Others, Skardu, Gilgit Baltistan",4,13 Marla,9,,https://www.zameen.com/Property/skardu_others_corner_house_is_available_for_sale-21154317-8109-1.html
House Is Available For Sale,House,PKR1 Crore,"College Road, Skardu, Gilgit Baltistan",3,17 Marla,2,Built in year: 2016; Parking Spaces: 4; Flooring; Electricity Backup; Waste Disposal; Floors: 1; Other Main Features; Bedrooms: 3; Bathrooms: 3; Dining Room; Kitchens: 1; Lounge or Sitting Room; Broadband Internet Access; Satellite or Cable TV Ready; Other Business and Communication Facilities; Lawn or Garden; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; ,https://www.zameen.com/Property/skardu_college_road_house_is_available_for_sale-18959669-8098-1.html
House Is Available For Sale,House,PKR1 Crore,"Airport Road, Skardu, Gilgit Baltistan",3,17 Marla,3,,https://www.zameen.com/Property/skardu_airport_road_house_is_available_for_sale-18937790-8095-1.html
House Available For Sale,House,PKR95 Lakh,"Others, Skardu, Gilgit Baltistan",2,10 Marla,4,Built in year: 2914; Parking Spaces; Double Glazed Windows; Flooring; Electricity Backup; Bedrooms: 4; Bathrooms: 2; Kitchens: 1; Broadband Internet Access; Satellite or Cable TV Ready; Lawn or Garden; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; ,https://www.zameen.com/Property/skardu_others_house_available_for_sale-16209262-8109-1.html
Beautiful Farm House For Sale,Farm House,PKR30 Crore,"Skardu, Gilgit Baltistan",3,100 Kanal,3,Built in year: 2011; Parking Spaces; Double Glazed Windows; Flooring; Floors: 2; Furnished; Bedrooms: 3; Bathrooms: 3; Servant Quarters: 3; Drawing Room; Dining Room; Kitchens: 1; Study Room; Prayer Room; Powder Room; Store Rooms: 1; Steam Room; Broadband Internet Access; Satellite or Cable TV Ready; Lawn or Garden; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Other Nearby Places; ,https://www.zameen.com/Property/gilgit_baltistan_skardu_beautiful_farm_house_for_sale-421764-1545-1.html
Safari Villas Luxurious 200 Sqyd Double Story Corner Bungalow.,House,PKR1.7 Crore,"Sukkur Bypass, Sukkur, Sindh",5,200 Sq. Yd.,6,Built in year: 2020; Parking Spaces; Double Glazed Windows; Flooring; Floors; Furnished; Bedrooms: 5; Bathrooms: 06; Drawing Room; Dining Room; Kitchens: 02; Study Room; Lounge or Sitting Room; Community Lawn or Garden; Kids Play Area; Mosque; Community Centre; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; ,https://www.zameen.com/Property/sukkur_bypass_kings_crystal_bungalows_safari_villas_luxurious_200_sqyd_double_story_corner_bungalow-46141851-11766-1.html
Kings Crystal Bungalow For Sale In Phase 2,House,PKR42.5 Lakh,"Sukkur Bypass, Sukkur, Sindh",2,80 Sq. Yd.,2,Built in year: 2017; Parking Spaces; Flooring; Floors; Bedrooms: 2; Bathrooms: 2; Dining Room; Kitchens: 1; Community Lawn or Garden; Mosque; ,https://www.zameen.com/Property/sukkur_bypass_kings_crystal_bungalows_kings_crystal_bungalow_for_sale_in_phase_2-46401743-11766-1.html
Safari Villas Luxurious 200 Sq Yd Double Storey Bungalow  (near To Completion),House,PKR1.48 Crore,"Sukkur Bypass, Sukkur, Sindh",6,200 Sq. Yd.,6,,https://www.zameen.com/Property/sukkur_bypass_kings_crystal_bungalows_safari_villas_luxurious_200_sq_yd_double_storey_bungalow_near_to_completion-46041736-11766-1.html
Galaxy View Apartment Behind Kings Scenic Mall (02 Rooms Apartment),Flat,PKR42.5 Lakh,"Sukkur Bypass, Sukkur, Sindh",1,69 Sq. Yd.,1,Built in year: 2023; Parking Spaces; Lobby in Building; Double Glazed Windows; Flooring; Electricity Backup; Waste Disposal; Floor: 1; Floors in Building: 05; Elevators; Bedrooms: 1; Bathrooms: 1; Dining Room; Lounge or Sitting Room; Kids Play Area; Mosque; ,https://www.zameen.com/Property/sukkur_bypass_kings_crystal_bungalows_galaxy_view_apartment_behind_kings_scenic_mall_02_rooms_apartment-46142649-11766-1.html
07 Marla House For Sale At Sawabi Ghazi Khan:,House,PKR60 Lakh,"Kalu Khan, Swabi, Khyber Pakhtunkhwa",3,7 Marla,3,Flooring; Floors: 2; Furnished; Bedrooms: 3; Bathrooms: 3; Kitchens: 1; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Nearby Public Transport Service; Security Staff; ,https://www.zameen.com/Property/swabi_kalu_khan_07_marla_house_for_sale_at_sawabi_ghazi_khan_-29251227-7724-1.html
Prime Location House For Sale Best For Investor,House,PKR2.5 Crore,"Topi, Swabi, Khyber Pakhtunkhwa",2,7.5 Marla,8,Nearby Schools; Distance From Airport (kms); Other Nearby Places; ,https://www.zameen.com/Property/swabi_topi_prime_location_house_for_sale_best_for_investor-34247698-7767-1.html
Urgent House For Sale,House,PKR66 Lakh,"Zarobi, Swabi, Khyber Pakhtunkhwa",6,1 Kanal,8,Bedrooms: 8; Bathrooms: 7; Servant Quarters: 1; Kitchens: 1; ,https://www.zameen.com/Property/swabi_zarobi_urgent_house_for_sale-36600010-7781-1.html
4500 Square Feet Flat For Sale In Beautiful Zarobi,Flat,PKR56.5 Lakh,"Zarobi, Swabi, Khyber Pakhtunkhwa",6,1 Kanal,6,Nearby Schools; ,https://www.zameen.com/Property/swabi_zarobi_4500_square_feet_flat_for_sale_in_beautiful_zarobi-34945033-7781-1.html
2250 Square Feet House For Sale In Topi,House,PKR3 Crore,"Topi, Swabi, Khyber Pakhtunkhwa",3,10 Marla,4,Bedrooms: 2; ,https://www.zameen.com/Property/swabi_topi_2250_square_feet_house_for_sale_in_topi-34944901-7767-1.html
Best Location House For Sale,House,PKR30 Lakh,"Zarobi, Swabi, Khyber Pakhtunkhwa",2,8 Marla,3,,https://www.zameen.com/Property/swabi_zarobi_best_location_house_for_sale-34261869-7781-1.html
1350 Square Feet House For Sale In Topi,House,PKR1.6 Crore,"Topi, Swabi, Khyber Pakhtunkhwa",1,6 Marla,2,Built in year: 1915; Parking Spaces: 2; Bedrooms: 2; Bathrooms: 1; Kitchens: 1; ,https://www.zameen.com/Property/swabi_topi_1350_square_feet_house_for_sale_in_topi-34026477-7767-1.html
"A House Of 5500 Square Feet In Rs. 22,000,000",House,PKR2.2 Crore,"Zaida, Swabi, Khyber Pakhtunkhwa",5,1.2 Kanal,5,Bedrooms: 5; Bathrooms: 5; Servant Quarters: 1; Kitchens: 1; Store Rooms: 1; ,https://www.zameen.com/Property/swabi_zaida_a_house_of_5500_square_feet_in_rs_22_000_000-34185884-7779-1.html
House For Sale,House,PKR20 Lakh,"Zarobi, Swabi, Khyber Pakhtunkhwa",1,6.6 Marla,2,,https://www.zameen.com/Property/swabi_zarobi_house_for_sale-34261830-7781-1.html
Double Portion House For Sale In Swabi Bamkhel,House,PKR36 Lakh,"Bam Khel, Swabi, Khyber Pakhtunkhwa",3,6 Marla,6,,https://www.zameen.com/Property/swabi_bam_khel_double_portion_house_for_sale_in_swabi_bamkhel-14750398-7688-1.html
Double Portion House For Sale In Swabi Bamkhel,House,PKR36 Lakh,"Bam Khel, Swabi, Khyber Pakhtunkhwa",3,6 Marla,6,,https://www.zameen.com/Property/swabi_bam_khel_double_portion_house_for_sale_in_swabi_bamkhel-14750402-7688-1.html
Double Portion House For Sale In Swabi Bamkhel,House,PKR36 Lakh,"Bam Khel, Swabi, Khyber Pakhtunkhwa",3,6 Marla,6,,https://www.zameen.com/Property/swabi_bam_khel_double_portion_house_for_sale_in_swabi_bamkhel-14750401-7688-1.html
Double Portion House For Sale In Swabi Bamkhel,House,PKR36 Lakh,"Bam Khel, Swabi, Khyber Pakhtunkhwa",3,6 Marla,6,,https://www.zameen.com/Property/swabi_bam_khel_double_portion_house_for_sale_in_swabi_bamkhel-14750400-7688-1.html
Double Portion House For Sale In Swabi Bamkhel,House,PKR36 Lakh,"Bam Khel, Swabi, Khyber Pakhtunkhwa",3,6 Marla,6,,https://www.zameen.com/Property/swabi_bam_khel_double_portion_house_for_sale_in_swabi_bamkhel-14750399-7688-1.html
8 Marla House For Sale,House,PKR60 Lakh,"Topi, Swabi, Khyber Pakhtunkhwa",3,8 Marla,3,Parking Spaces: 2; Electricity Backup; Floors: 1; Other Main Features; Bedrooms: 3; Bathrooms: 3; Servant Quarters: 1; Kitchens: 1; Store Rooms: 1; Other Rooms; Other Healthcare and Recreation Facilities; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; Other Facilities; ,https://www.zameen.com/Property/swabi_topi_8_marla_house_for_sale-34218058-7767-1.html
In Parmoli House Sized 1800 Square Feet For Sale,House,PKR42 Lakh,"Parmoli, Swabi, Khyber Pakhtunkhwa",2,8 Marla,4,Built in year: 2010; Flooring; Electricity Backup; Furnished; Laundry Room; Lawn or Garden; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; ,https://www.zameen.com/Property/swabi_parmoli_in_parmoli_house_sized_1800_square_feet_for_sale-34137704-7751-1.html
Zaida House Sized 2700 Square Feet,House,PKR50 Lakh,"Zaida, Swabi, Khyber Pakhtunkhwa",2,12 Marla,2,Bedrooms: 2; Bathrooms: 2; Kitchens: 1; ,https://www.zameen.com/Property/swabi_zaida_zaida_house_sized_2700_square_feet-32119405-7779-1.html
Best Options For House Is Available For Sale In Manki,House,PKR1 Crore,"Manki, Swabi, Khyber Pakhtunkhwa",4,11 Marla,3,Built in year: 2005; Flooring; Electricity Backup; Floors: 2; Bedrooms: 3; Bathrooms: 4; Servant Quarters: 1; Kitchens: 1; Store Rooms: 1; Other Business and Communication Facilities; Nearby Schools; Nearby Hospitals; ,https://www.zameen.com/Property/swabi_manki_best_options_for_house_is_available_for_sale_in_manki-31160499-7737-1.html
Get In Touch Now To Buy A House In Topi,House,PKR45 Lakh,"Topi, Swabi, Khyber Pakhtunkhwa",4,4 Marla,4,,https://www.zameen.com/Property/swabi_topi_get_in_touch_now_to_buy_a_house_in_topi-33072889-7767-1.html
9 Marla House For Sale,House,PKR60 Lakh,"Shah Mansur Township, Swabi, Khyber Pakhtunkhwa",3,9 Marla,3,,https://www.zameen.com/Property/swabi_shah_mansur_township_9_marla_house_for_sale-30033580-7755-1.html
1350 Square Feet House Is Available For Sale In Shah Mansur Township,House,PKR42 Lakh,"Shah Mansur Township, Swabi, Khyber Pakhtunkhwa",2,6 Marla,2,Parking Spaces: 1; Flooring; Bedrooms: 2; Bathrooms: 2; Kitchens: 1; Nearby Schools; Nearby Hospitals; Nearby Shopping Malls; Nearby Restaurants; Distance From Airport (kms); Nearby Public Transport Service; Other Nearby Places; Other Facilities; ,https://www.zameen.com/Property/swabi_shah_mansur_township_1350_square_feet_house_is_available_for_sale_in_shah_mansur_township-33822520-7755-1.html
